V3,V6,V9,V10,V11,V12,V15,V18,distance_mm,hits,n_recorded,phase
-508.1846682327251,391.566067278573,81.15672686969522,113.07453790274533,53.25524359025173,-61.53856446320583,33.95725477937253,-340.9433432461319,320.74433182263766,0,500,initial
-720.8122953871025,-936.2797552205841,136.26758416873952,0.6465490284233049,197.36624515189033,-830.4749958686194,-184.84945298980654,-384.7198354955308,151.37172348438494,7,500,initial
26.155416926807675,-870.6998992225625,49.8725382366981,30.29937436876805,128.432226446993,-166.87956627881,173.85771463626543,-577.9254301569204,329.6883520262786,0,500,initial
185.7550988645662,-812.7540585329571,912.4980548625995,64.90626893767416,253.6193991414139,-794.7230175179109,76.64763252372654,-429.0979706555963,301.8368034260783,0,500,initial
-713.7884906315887,-950.0807568836308,302.7121916679986,10.823810927903896,200.14657521959936,-837.4882780220253,-287.69704060854735,-466.14407999522075,161.11780524566205,4,500,initial
-637.2818523971082,-873.896934585255,153.6685197026057,21.295452974685148,80.81454155376056,-867.2720455174457,-170.89600020522812,-368.9157508689608,111.01722169607494,23,500,initial
-626.6794080435141,-891.4787135162935,150.08462125692125,44.89438458427452,85.2682149677205,-860.6318348092924,-125.45890984933362,-188.2958965082538,138.76221374904569,7,500,initial
-556.5813652287809,-793.6552051955777,89.20224639455793,102.99452049409905,34.701709014251065,-815.5972725739596,-36.450691222413525,-288.0101072967723,167.42469201714937,21,500,initial
-676.8329827464921,-798.2625453498089,72.4696049034488,109.06858184179038,3.5424010948452,-660.3146153070714,-246.20793952908434,-155.12555597804408,54.46502188493518,9,500,initial
-760.7562246698733,-784.450482703665,33.36019280675994,113.43217962760849,32.17986004651173,-653.760275268912,-192.82315121252316,-250.215271289871,8.603083636030162,2,500,initial
-799.5616513320983,-666.9673512546475,75.35686349937268,92.36440330804308,9.202959117859528,-620.7554987503513,-254.94667803183722,-94.33173766504774,23.896834532785462,1,500,initial
-677.9382184461506,-861.4085101998867,120.55610517833513,24.62383123861609,63.16574671332978,-703.8613381479934,9.844726531685637,-23.382060510811016,19.626373898990924,0,500,initial
-483.70901534259974,-565.1443948674097,2.16683635465985,128.90842828010938,0.5228657027345065,-284.627612904186,-44.858124681337245,-151.06869481453202,315.2115306012755,0,500,initial
-645.8610514910217,657.756672600121,979.2989338680215,53.26415915405,26.492555367821346,-366.59432149362624,-109.54915758990273,-311.96227156470513,298.1374371891302,0,500,initial
-585.4510767528938,-789.1087104936921,263.8268828830272,153.68083827050637,83.09707073159004,-809.5275614910437,-219.11121922810491,-634.256361764368,192.18169309081125,15,500,initial
-534.2803856393739,-780.8125483025183,153.36505296739892,149.53634665991927,44.560198353909286,-792.6662098895539,-334.6519571575459,-219.74798884474785,183.71047885538192,14,500,initial
-593.7139132992708,-840.573157567635,159.4596062731936,165.25183977777223,69.22979800684526,-806.0483829983458,-330.7305011600531,-392.49247507632595,189.2104391042237,11,500,initial
-532.5389580341973,-844.9152230282145,171.02096564676958,147.32442086729748,50.12237604668523,-805.7765451263313,-332.34790415148973,-399.97341072675636,187.35522686427487,15,500,initial
-587.0527721355375,-854.4323878038313,146.87089620479145,165.17849955853268,41.60834033062982,-815.4596763532196,-316.94155509954203,-250.72903334842283,197.14979982520452,12,500,initial
-590.9428911591884,-847.0941073417403,157.74215196261144,159.04297586129627,41.50019993067923,-874.375941245373,-313.304533059405,-225.88855265825578,193.06006215288028,7,500,initial
-525.8741650561034,-904.2790850646633,175.63235926535197,146.27200524835456,59.625134696783924,-817.6542199538092,-382.73652880402324,-316.1613810437743,196.0768312630168,13,500,initial
-539.8166068938787,-883.9206667247088,180.84272732519344,148.52201362402678,57.20159569493573,-826.8485903644507,-370.7944534826984,-408.85427377063684,195.14620149705874,14,500,initial
-460.2751223464527,-911.5206203698743,102.69614661718835,141.88163227193346,54.081375783837075,-914.4007175800116,-455.6826166116798,-299.87589426893874,226.85771042719372,7,500,initial
-535.0876900164005,-696.2217005940698,188.09202868098998,90.82627040322491,27.156487893269684,-832.5871176762549,-399.2216481177338,-339.7662466344058,170.25686761523107,14,500,initial
-358.50115264554665,-869.8355568613871,179.71919667593883,90.00970282659685,24.124316680516028,-844.0375599731102,-397.2110249490963,-325.5293378488195,222.1516453329508,14,500,initial
-532.5501045739668,-775.3574505916993,177.5182963874252,175.26894402202225,23.386371425608672,-846.2360435122604,-385.32275081566775,-334.74886233002144,229.42574116820498,15,500,initial
